cnic,name,name_clean,canonical_cnic,cluster_id
35207-5489148-8,Tariq Raza,tariq raza,35206-2395762-9,385
35203-1387362-1,Bilal Ali,bilal ali,35203-4686170-8,376
35202-6676971-4,Yasir Butt,yasir butt,35205-7324961-6,3
35207-3201339-4,Faisal Mehmood,faisal mehmood,35203-5567075-8,228
35209-3437078-8,Zain Iqbal,zain iqbal,35204-6385913-8,162
35203-1540740-4,Asad Mahmood,asad mahmood,35201-4857509-1,360
35203-7001121-7,Farhan Akhtar,farhan akhtar,35202-7216864-4,35
35209-8746281-8,Zain Bajwa,zain bajwa,35202-4257575-4,411
35203-6871623-2,Bilal Khan,bilal khan,35202-3432098-8,72
35207-4189800-1,Waqas Mahmood,waqas mahmood,35206-2192140-4,69
35203-2561379-8,Asad Sheikh,asad sheikh,35207-3401790-3,139
35209-9601648-8,Ali Raza,ali raza,35201-6617448-9,375
35207-1495142-7,Ali Sheikh,ali sheikh,35203-9462280-2,134
35208-2032875-6,Ali Bajwa,ali bajwa,35202-6213180-2,407
35206-4521663-5,Waqas Bajwa,waqas bajwa,35207-2869630-1,114
35205-1734415-4,Farhan Qureshi,farhan qureshi,35208-8029715-4,27
35208-7729415-9,Farhan Bajwa,farhan bajwa,35201-1740865-8,354
35203-1439465-5,Rizwan Iqbal,rizwan iqbal,35201-9158560-1,237
35203-9741750-4,Waqas Nawaz,waqas nawaz,35202-7054780-5,105
35203-4522858-6,Abdullah Ali,abdullah ali,35209-9226727-8,284
35203-3508807-7,Asad Mehmood,asad mehmood,35207-5568727-1,307
35205-9667393-3,Muhammad Ali,muhammad ali,35209-9135493-4,334
35202-7782927-8,Tariq Dar,tariq dar,35208-6076062-1,377
35207-6895447-4,Rizwan Khan,rizwan khan,35206-5776063-8,117
35204-1399010-9,Osman Mehmood,osman mehmood,35209-6978144-3,313
35208-5062813-5,Farhan Raza,farhan raza,35204-6294940-4,293
35207-7447910-9,Abdullah Mehmood,abdullah mehmood,35205-3197247-9,225
35209-4764614-2,Waqas Khan,waqas khan,35201-3360361-7,14
35208-5932326-9,Zain Butt,zain butt,35205-1267120-8,64
35207-7912929-4,Osman Dar,osman dar,35205-1401896-9,219
35204-7538032-3,Muhammad Dar,muhammad dar,35202-3096585-9,345
35207-8535266-3,Muhammad Ali,muhammad ali,35201-5810668-4,335
35207-3820539-3,Muhammad Raza,muhammad raza,35206-5083037-9,401
35201-3959674-3,Bilal Akhtar,bilal akhtar,35207-3731511-9,209
35204-3974427-6,Osman Zafar,osman zafar,35205-3695811-8,103
35207-9082435-7,Junaid Iqbal,junaid iqbal,35203-6422059-4,246
35201-5118914-1,Tariq Iqbal,tariq iqbal,35206-5686190-1,367
35209-3708158-1,Abdullah Akhtar,abdullah akhtar,35208-1010297-9,227
35207-7646247-2,Asad Khan,asad khan,35204-4003202-2,84
35208-9766723-4,Ali Iqbal,ali iqbal,35206-9182416-4,310
35205-8765893-5,Yasir Ali,yasir ali,35204-7681144-9,18
35208-7775162-8,Faisal Nawaz,faisal nawaz,35207-8318149-2,255
35206-6678146-8,Waqas Ahmed,waqas ahmed,35202-5834151-7,109
35206-2189453-4,Osman Butt,osman butt,35204-5402716-9,29
35201-5954085-8,Zain Zafar,zain zafar,35204-1964404-4,182
35207-3348499-3,Asad Dar,asad dar,35202-9270980-3,98
35202-5791874-7,Waqas Dar,waqas dar,35207-6101602-3,108
35209-4191746-8,Osman Ahmed,osman ahmed,35201-7704636-6,32
35208-6811863-8,Muhammad Akhtar,muhammad akhtar,35204-3689783-3,337
35201-9891549-7,Umar Mahmood,umar mahmood,35204-8110839-6,366
35209-5441730-4,Waqas Ali,waqas ali,35203-2476080-5,28
35207-2122076-7,Junaid Bajwa,junaid bajwa,35205-4103371-8,267
35207-2800703-3,Ali Ali,ali ali,35204-5406868-9,325
35206-8067493-2,Salman Qureshi,salman qureshi,35204-7586105-9,226
35204-8081978-7,Umar Sheikh,umar sheikh,35207-4616295-8,141
35205-1981564-5,Junaid Iqbal,junaid iqbal,35203-6422059-4,246
35205-1695191-4,Waqas Akhtar,waqas akhtar,35204-3526481-8,97
35201-4216189-7,Zain Malik,zain malik,35209-4784754-7,274
35208-9242656-5,Shahzaib Zafar,shahzaib zafar,35201-7415507-3,159
35207-4412787-5,Shahzaib Khan,shahzaib khan,35209-6027180-2,147
35207-4956039-1,Shahzaib Iqbal,shahzaib iqbal,35207-8567374-2,171
35201-9504590-6,Tariq Malik,tariq malik,35201-1258486-2,398
35202-2983434-1,Ahmed Mehmood,ahmed mehmood,35204-3747992-4,224
35204-4750558-4,Muhammad Malik,muhammad malik,35201-8256069-9,379
35206-4074413-4,Noman Mehmood,noman mehmood,35209-7317957-9,223
35204-5863682-5,Ali Raza,ali raza,35201-6617448-9,375
35202-7051835-5,Waqas Qureshi,waqas qureshi,35202-1929729-5,99
35203-5512444-1,Zain Sheikh,zain sheikh,35205-2475811-9,144
35202-1264730-5,Abdullah Sheikh,abdullah sheikh,35207-7988741-4,132
35208-9522805-3,Yasir Dar,yasir dar,35207-7744902-9,143
35207-8483492-3,Faisal Iqbal,faisal iqbal,35202-7066065-7,308
35205-5736383-4,Abdullah Iqbal,abdullah iqbal,35206-4060005-8,172
35201-3699523-9,Noman Sheikh,noman sheikh,35204-4598915-8,53
35209-1087635-1,Ahmed Dar,ahmed dar,35203-3233930-2,15
35207-9516710-3,Zain Sheikh,zain sheikh,35205-8018488-3,145
