cnic,full_name,city,vehicle_score,utility_score,property_score,travel_score,tax_gap_score,lifestyle_index,ml_anomaly_score,tax_deviation_score,flagged,audit_trail
35203-7748012-7,Shahzaib Akhtar,Rawalpindi,100,100,100,100,100,100.0,47.00802970704523,70.85,1,"Non-Filer (No active tax filings recorded) | Owns 2 vehicle(s) (Max engine CC: 2000cc) | Monthly utility consumption: Max bill PKR 352,225 | Owns 3 property/properties (Total estimated value: PKR 232,398,926) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 6 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 90 unregistered non-filers"
35202-7054780-5,Waqas Nawaz,Karachi,100,100,100,100,100,100.0,47.00802970704523,70.85,1,"Non-Filer (No active tax filings recorded) | Owns 2 vehicle(s) (Max engine CC: 2000cc) | Monthly utility consumption: Max bill PKR 417,570 | Owns 2 property/properties (Total estimated value: PKR 248,792,434) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 6 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 90 unregistered non-filers"
35201-2138980-2,Faisal Qureshi,Karachi,100,100,100,100,100,100.0,46.7896315372924,70.73,1,"Non-Filer (No active tax filings recorded) | Owns 2 vehicle(s) (Max engine CC: 2000cc) | Monthly utility consumption: Max bill PKR 203,734 | Owns 3 property/properties (Total estimated value: PKR 179,159,425) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 90 unregistered non-filers"
35202-8238482-2,Salman Malik,Lahore,100,100,100,100,100,100.0,46.7896315372924,70.73,1,"Non-Filer (No active tax filings recorded) | Owns 1 vehicle(s) (Max engine CC: 2000cc) | Monthly utility consumption: Max bill PKR 379,906 | Owns 4 property/properties (Total estimated value: PKR 309,044,654) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 90 unregistered non-filers"
35203-9690569-5,Salman Zafar,Faisalabad,100,100,100,100,100,100.0,46.7896315372924,70.73,1,"Non-Filer (No active tax filings recorded) | Owns 2 vehicle(s) (Max engine CC: 4600cc) | Monthly utility consumption: Max bill PKR 164,794 | Owns 4 property/properties (Total estimated value: PKR 365,011,403) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 90 unregistered non-filers"
35201-3985004-5,Tariq Malik,Karachi,100,100,100,100,100,100.0,43.47678963779559,68.91,1,"Non-Filer (No active tax filings recorded) | Owns 1 vehicle(s) (Max engine CC: 4600cc) | Monthly utility consumption: Max bill PKR 424,065 | Owns 3 property/properties (Total estimated value: PKR 273,024,461) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 5 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 90 unregistered non-filers"
35201-8256069-9,Muhammad Malik,Karachi,100,100,100,100,100,100.0,43.47678963779559,68.91,1,"Non-Filer (No active tax filings recorded) | Owns 2 vehicle(s) (Max engine CC: 4600cc) | Monthly utility consumption: Max bill PKR 237,527 | Owns 3 property/properties (Total estimated value: PKR 166,877,178) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 5 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 90 unregistered non-filers"
35205-6122104-7,Yasir Malik,Karachi,100,100,100,100,100,100.0,43.47678963779559,68.91,1,"Non-Filer (No active tax filings recorded) | Owns 5 vehicle(s) (Max engine CC: 4600cc) | Monthly utility consumption: Max bill PKR 496,577 | Owns 3 property/properties (Total estimated value: PKR 305,061,343) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 5 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 90 unregistered non-filers"
35204-5971420-8,Bilal Qureshi,Rawalpindi,100,100,100,100,100,100.0,43.47678963779559,68.91,1,"Non-Filer (No active tax filings recorded) | Owns 2 vehicle(s) (Max engine CC: 2000cc) | Monthly utility consumption: Max bill PKR 218,806 | Owns 4 property/properties (Total estimated value: PKR 293,633,989) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 5 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 90 unregistered non-filers"
35209-7924159-5,Hamza Qureshi,Islamabad,100,100,100,100,100,100.0,42.1476424681658,68.18,1,"Non-Filer (No active tax filings recorded) | Owns 2 vehicle(s) (Max engine CC: 2000cc) | Monthly utility consumption: Max bill PKR 254,978 | Owns 3 property/properties (Total estimated value: PKR 277,940,341) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 90 unregistered non-filers"
35205-7820583-4,Tariq Ahmed,Islamabad,100,100,100,100,100,100.0,42.1476424681658,68.18,1,"Non-Filer (No active tax filings recorded) | Owns 2 vehicle(s) (Max engine CC: 2000cc) | Monthly utility consumption: Max bill PKR 190,729 | Owns 2 property/properties (Total estimated value: PKR 149,259,686) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 90 unregistered non-filers"
35201-9733020-4,Hamza Malik,Islamabad,100,100,100,100,100,100.0,42.1476424681658,68.18,1,"Non-Filer (No active tax filings recorded) | Owns 1 vehicle(s) (Max engine CC: 2000cc) | Monthly utility consumption: Max bill PKR 335,304 | Owns 4 property/properties (Total estimated value: PKR 194,133,591) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 90 unregistered non-filers"
35204-8797550-8,Faisal Khan,Karachi,100,100,100,100,100,100.0,42.1476424681658,68.18,1,"Non-Filer (No active tax filings recorded) | Owns 1 vehicle(s) (Max engine CC: 4600cc) | Monthly utility consumption: Max bill PKR 172,613 | Owns 3 property/properties (Total estimated value: PKR 256,326,932) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 90 unregistered non-filers"
35202-8184867-9,Rizwan Akhtar,Lahore,100,100,100,100,100,100.0,42.1476424681658,68.18,1,"Non-Filer (No active tax filings recorded) | Owns 1 vehicle(s) (Max engine CC: 4600cc) | Monthly utility consumption: Max bill PKR 366,208 | Owns 2 property/properties (Total estimated value: PKR 87,023,849) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 90 unregistered non-filers"
35203-8522506-2,Tariq Mehmood,Multan,100,100,100,100,100,100.0,42.1476424681658,68.18,1,"Non-Filer (No active tax filings recorded) | Owns 2 vehicle(s) (Max engine CC: 2000cc) | Monthly utility consumption: Max bill PKR 433,638 | Owns 3 property/properties (Total estimated value: PKR 234,605,861) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 90 unregistered non-filers"
35202-8642970-2,Salman Ali,Lahore,100,100,100,100,100,100.0,42.1476424681658,68.18,1,"Non-Filer (No active tax filings recorded) | Owns 3 vehicle(s) (Max engine CC: 4600cc) | Monthly utility consumption: Max bill PKR 212,324 | Owns 3 property/properties (Total estimated value: PKR 311,973,358) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 90 unregistered non-filers"
35203-4493036-3,Tariq Raza,Karachi,100,100,100,100,100,100.0,42.1476424681658,68.18,1,"Non-Filer (No active tax filings recorded) | Owns 3 vehicle(s) (Max engine CC: 4600cc) | Monthly utility consumption: Max bill PKR 366,735 | Owns 3 property/properties (Total estimated value: PKR 201,393,686) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 90 unregistered non-filers"
35208-9745466-9,Zain Mahmood,Faisalabad,100,100,100,100,100,100.0,42.1476424681658,68.18,1,"Non-Filer (No active tax filings recorded) | Owns 3 vehicle(s) (Max engine CC: 2000cc) | Monthly utility consumption: Max bill PKR 334,737 | Owns 3 property/properties (Total estimated value: PKR 279,592,179) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 90 unregistered non-filers"
35206-8159653-6,Salman Sheikh,Karachi,100,100,100,100,100,100.0,42.1476424681658,68.18,1,"Non-Filer (No active tax filings recorded) | Owns 2 vehicle(s) (Max engine CC: 2000cc) | Monthly utility consumption: Max bill PKR 350,493 | Owns 2 property/properties (Total estimated value: PKR 146,851,742) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 90 unregistered non-filers"
35209-4795850-9,Salman Nawaz,Karachi,100,100,100,100,100,100.0,42.1476424681658,68.18,1,"Non-Filer (No active tax filings recorded) | Owns 2 vehicle(s) (Max engine CC: 2000cc) | Monthly utility consumption: Max bill PKR 464,744 | Owns 3 property/properties (Total estimated value: PKR 183,370,807) | International travels logged: 1 flight(s) (1 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 90 unregistered non-filers"
